platform filter|title|age|releaseDate|BADLANGUAGE|DISCRIMINATION|DRUGS|FEAR|GAMBLING|SEX|VIOLENCE|INGAMEPURCHASES|content|publisher|platform list
Nintendo DS|Fire Emblem: Awakening|12|19/04/2013|Y|N|N|N|N|N|Y|N|Travel the map engaging in battles and purchasing supplies along the way.|Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Mein Reiterhof 3D - Im Galopp ins Abenteuer|3|19/04/2013|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
Nintendo DS|Dress To Play: Magic Bubbles!|3|17/04/2013|N|N|N|N|N|N|N|N||Enjoyup Games, S.L.|Nintendo 3DS
Nintendo DS|Armageddon Operation Dragon|3|17/04/2013|N|N|N|N|N|N|N|N||Enjoyup Games, S.L.|Nintendo DSi - DSiWare
Nintendo DS|99Moves|3|17/04/2013|N|N|N|N|N|N|N|N||Enjoyup Games, S.L.|Nintendo DSi - DSiWare
Nintendo DS|Funfair Party Games|3|12/04/2013|N|N|N|N|N|N|N|N||Joindots GmbH|Nintendo 3DS
Nintendo DS|Snow Moto Racing 3D|3|11/04/2013|N|N|N|N|N|N|N|N||Zordix AB|Nintendo 3DS
Nintendo DS|Petit Computer|3|05/04/2013|N|N|N|N|N|N|N|N||Gamebridge Ltd|Nintendo DSi - DSiWare
Nintendo DS|THE STARSHIP DAMREY|7|25/04/2013|N|N|N|Y|N|N|Y|N|Trapped on a damaged starship, the player must use robots to discover the fate of the crew.|LEVEL-5 International America, Inc.|Nintendo 3DS
Nintendo DS|Mega Man 4|7|25/04/2013|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Fire Emblem: Awakening|12|19/04/2013|Y|N|N|N|N|N|Y|N|Travel the map engaging in battles and purchasing supplies along the way.|Nintendo of Europe GmbH|Nintendo 3DS
