platform filter|title|age|releaseDate|BADLANGUAGE|DISCRIMINATION|DRUGS|FEAR|GAMBLING|SEX|VIOLENCE|INGAMEPURCHASES|content|publisher|platform list
Xbox One|Fossil Hunters|3|22/05/2018|N|N|N|N|N|N|N|N|Grab your pickaxe and brush and go dig for fossils of dinosaurs!|Smiling Buddha Games, LLC|Xbox One
Xbox One|Gnomes Garden 3: The thief of castles|3|20/05/2018|N|N|N|N|N|N|N|N|Gnome Garden 3 â a new chapter in this exciting fantasy/strategy game. Head off into unknown lands and defeat the warlock!|8floor ltd|Xbox One
Xbox One|Gnomes Garden New Home|3|20/05/2018|N|N|N|N|N|N|N|N|Gnomes Garden: New Houseâa continuation of the exciting fantasy strategy game about the world of gnomes. Obtain the Crystal of Eternal Light and return prosperity!|8floor ltd|PlayStation 4, Xbox One
Xbox One|Gnomes Garden 2|3|20/05/2018|N|N|N|N|N|N|N|N|Gnomes Garden 2 â the sequel to an exciting fantasy strategy game. Restore the magical gardens and defeat the troll queen!|8floor ltd|PlayStation 4, Xbox One
Xbox One|Gnomes Garden|3|20/05/2018|N|N|N|N|N|N|N|N|Dry summer withered the kingâs beloved garden and the surrounding gardens of the kingdom alike. The ruler has fallen ill and the kingdom is in danger. Help the princess save the gardens and make the...|8floor ltd|PlayStation 4, Xbox One
Xbox One|Hitman: Definitive Edition|18|18/05/2018|Y|N|N|N|N|N|Y|N|A collection of the original game and all nine DLC episodes of Hitman bundled together.|Warner Brothers Entertainment UK Ltd|Xbox One
Xbox One|FOX n FORESTS|7|17/05/2018|N|N|N|Y|N|N|Y|N|FOX n FORESTS is a 16-bit style action platformer with RPG elements! Switch seasons on the fly and wield your crossbow to unveil the mystery of the 5th season.|EuroVideo Medien GmbH|Xbox One, PC, PlayStation 4
Xbox One|Gorogoa|3|22/05/2018|N|N|N|N|N|N|N|N|Gorogoa is a beautiful hand-drawn story suspended inside a completely unique puzzle. Arrange and combine lavishly illustrated panels, each one a separate interactive window into a living game world.|Annapurna Games, LLC|PlayStation 4, Xbox One
Xbox One|Overwatch: Legendary Edition|12|22/05/2018|N|N|N|N|N|N|Y|N|Overwatch is a multiplayer online team-based First-Person-Shooter. The action of Overwatch takes place in a technologically advanced, highly stylized future earth. In a time of global crisis, an international...|Blizzard Entertainment SAS|PC, PlayStation 4, Xbox One, Nintendo Switch
Xbox One|Tennis World Tour|3|22/05/2018|N|N|N|N|N|N|N|N|Create a player and compete in casual tennis matches or start a whole career from scratch.|Bigben Interactive SA|Xbox One
Xbox One|Fossil Hunters|3|22/05/2018|N|N|N|N|N|N|N|N|Grab your pickaxe and brush and go dig for fossils of dinosaurs!|Smiling Buddha Games, LLC|Xbox One
Xbox One|Gnomes Garden 3: The thief of castles|3|20/05/2018|N|N|N|N|N|N|N|N|Gnome Garden 3 â a new chapter in this exciting fantasy/strategy game. Head off into unknown lands and defeat the warlock!|8floor ltd|Xbox One
Xbox One|Gnomes Garden New Home|3|20/05/2018|N|N|N|N|N|N|N|N|Gnomes Garden: New Houseâa continuation of the exciting fantasy strategy game about the world of gnomes. Obtain the Crystal of Eternal Light and return prosperity!|8floor ltd|PlayStation 4, Xbox One
Xbox One|Gnomes Garden 2|3|20/05/2018|N|N|N|N|N|N|N|N|Gnomes Garden 2 â the sequel to an exciting fantasy strategy game. Restore the magical gardens and defeat the troll queen!|8floor ltd|PlayStation 4, Xbox One
